18:34:57 INFO  : Registering command handlers for SDK TCF services
19:24:11 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
19:24:11 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
19:24:11 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
19:24:11 INFO  : ps7_init is completed.
19:24:11 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
19:24:12 INFO  : ps7_post_config is completed.
19:24:12 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
19:24:12 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
19:24:12 INFO  : Processor reset is completed for ps7_cortexa9_0
19:24:12 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
19:24:12 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
19:24:12 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
19:24:12 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
19:24:12 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
19:24:12 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
19:45:46 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
19:45:46 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
19:45:46 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
22:31:40 ERROR : Unexpected error while parsing XMD response ￿: com.google.gson.JsonSyntaxException: com.google.gson.stream.MalformedJsonException: invalid number or unquoted string near 
11:11:15 INFO  : Registering command handlers for SDK TCF services
11:11:16 INFO  : Launching XSCT server: xsct -n -interactive /home/chris/Repos/EmbeddedSystems/CC__LED_BUTTON/CC__LED_BUTTON.sdk/temp_xsdb_launch_script.tcl
11:11:18 INFO  : XSCT server has started successfully.
11:11:18 INFO  : Successfully done setting XSCT server connection channel  
11:11:18 INFO  : Successfully done setting SDK workspace  
11:11:18 INFO  : Processing command line option -hwspec /home/chris/Repos/EmbeddedSystems/CC__LED_BUTTON/CC__LED_BUTTON.sdk/zynq_LED_system_wrapper.hdf.
11:11:18 INFO  : Checking for hwspec changes in the project zynq_LED_system_wrapper_hw_platform_0.
11:15:04 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
11:15:05 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Zybo 210279759472A" && level==0} -index 1' command is executed.
11:15:06 INFO  : FPGA configured successfully with bitstream "/home/chris/Repos/EmbeddedSystems/CC__LED_BUTTON/CC__LED_BUTTON.sdk/zynq_LED_system_wrapper_hw_platform_0/zynq_LED_system_wrapper.bit"
11:15:15 WARN  : Given IPC port value is invalid. Using default port 2350
11:15:15 WARN  : Given XMD timeout value is invalid. Using default value of 50000
11:15:19 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:15:19 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:15:21 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:15:21 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:15:21 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:15:21 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:15:21 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:15:21 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:15:22 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:15:22 INFO  : ps7_init is completed.
11:15:22 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:15:22 INFO  : ps7_post_config is completed.
11:15:22 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:15:22 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:15:22 INFO  : Processor reset is completed for ps7_cortexa9_0
11:15:22 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:15:22 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:15:22 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:15:22 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:15:23 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:15:23 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:22:39 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
11:22:39 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Zybo 210279759472A" && level==0} -index 1' command is executed.
11:22:40 INFO  : FPGA configured successfully with bitstream "/home/chris/Repos/EmbeddedSystems/CC__LED_BUTTON/CC__LED_BUTTON.sdk/zynq_LED_system_wrapper_hw_platform_0/zynq_LED_system_wrapper.bit"
11:23:37 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
11:23:37 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Zybo 210279759472A" && level==0} -index 1' command is executed.
11:23:38 INFO  : FPGA configured successfully with bitstream "/home/chris/Repos/EmbeddedSystems/CC__LED_BUTTON/CC__LED_BUTTON.sdk/zynq_LED_system_wrapper_hw_platform_0/zynq_LED_system_wrapper.bit"
11:24:39 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
11:24:39 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Zybo 210279759472A" && level==0} -index 1' command is executed.
11:24:41 INFO  : FPGA configured successfully with bitstream "/home/chris/Repos/EmbeddedSystems/CC__LED_BUTTON/CC__LED_BUTTON.sdk/zynq_LED_system_wrapper_hw_platform_0/zynq_LED_system_wrapper.bit"
11:24:51 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:24:51 INFO  : ps7_cortexa9_0 Processor is in use. Please stop existing Run or Debug sessions before launching.
11:24:53 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:24:53 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:24:58 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:24:58 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:24:59 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:25:00 INFO  : Processor reset is completed for ps7_cortexa9_0
11:25:00 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:25:03 ERROR : Unexpected error while launching program.
java.lang.RuntimeException: Failed to download ELF file


    Could not stop the processor after reset


	at com.xilinx.sdk.targetmanager.internal.TM.downloadELF(TM.java:680)
	at com.xilinx.sdk.debug.core.internal.AppRunner.run(AppRunner.java:129)
	at com.xilinx.sdk.debug.core.XilinxAppLaunchConfigurationDelegate.runApplication(XilinxAppLaunchConfigurationDelegate.java:637)
	at com.xilinx.sdk.debug.core.XilinxAppLaunchConfigurationDelegate.launch(XilinxAppLaunchConfigurationDelegate.java:309)
	at com.xilinx.sdk.debug.ui.XilinxAppLaunchDelegateWrapper.launch(XilinxAppLaunchDelegateWrapper.java:31)
	at org.eclipse.debug.internal.core.LaunchConfiguration.launch(LaunchConfiguration.java:885)
	at org.eclipse.debug.internal.core.LaunchConfiguration.launch(LaunchConfiguration.java:739)
	at org.eclipse.debug.internal.ui.DebugUIPlugin.buildAndLaunch(DebugUIPlugin.java:1039)
	at org.eclipse.debug.internal.ui.DebugUIPlugin$8.run(DebugUIPlugin.java:1256)
	at org.eclipse.core.internal.jobs.Worker.run(Worker.java:55)
11:25:03 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:25:03 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:25:03 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:25:03 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:25:14 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
11:25:14 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Zybo 210279759472A" && level==0} -index 1' command is executed.
11:25:15 INFO  : FPGA configured successfully with bitstream "/home/chris/Repos/EmbeddedSystems/CC__LED_BUTTON/CC__LED_BUTTON.sdk/zynq_LED_system_wrapper_hw_platform_0/zynq_LED_system_wrapper.bit"
11:26:12 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
11:26:12 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Zybo 210279759472A" && level==0} -index 1' command is executed.
11:26:13 INFO  : FPGA configured successfully with bitstream "/home/chris/Repos/EmbeddedSystems/CC__LED_BUTTON/CC__LED_BUTTON.sdk/zynq_LED_system_wrapper_hw_platform_0/zynq_LED_system_wrapper.bit"
11:26:37 ERROR : Unexpected error while parsing XMD response ￿: com.google.gson.JsonSyntaxException: com.google.gson.stream.MalformedJsonException: invalid number or unquoted string near 
11:26:58 INFO  : Registering command handlers for SDK TCF services
11:26:58 INFO  : Launching XSCT server: xsct -n -interactive /home/chris/Repos/EmbeddedSystems/CC__LED_BUTTON/CC__LED_BUTTON.sdk/temp_xsdb_launch_script.tcl
11:27:00 INFO  : XSCT server has started successfully.
11:27:00 INFO  : Successfully done setting XSCT server connection channel  
11:27:00 INFO  : Successfully done setting SDK workspace  
11:27:00 INFO  : Processing command line option -hwspec /home/chris/Repos/EmbeddedSystems/CC__LED_BUTTON/CC__LED_BUTTON.sdk/zynq_LED_system_wrapper.hdf.
11:27:01 INFO  : Checking for hwspec changes in the project zynq_LED_system_wrapper_hw_platform_0.
11:27:09 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
11:27:09 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Zybo 210279759472A" && level==0} -index 1' command is executed.
11:27:11 INFO  : FPGA configured successfully with bitstream "/home/chris/Repos/EmbeddedSystems/CC__LED_BUTTON/CC__LED_BUTTON.sdk/zynq_LED_system_wrapper_hw_platform_0/zynq_LED_system_wrapper.bit"
11:27:19 WARN  : Given IPC port value is invalid. Using default port 2350
11:27:19 WARN  : Given XMD timeout value is invalid. Using default value of 50000
11:27:22 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:27:22 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:27:24 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:27:24 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:27:24 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:27:24 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:27:24 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:27:25 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:27:25 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:27:25 INFO  : ps7_init is completed.
11:27:25 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:27:25 INFO  : ps7_post_config is completed.
11:27:25 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:27:26 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:27:26 INFO  : Processor reset is completed for ps7_cortexa9_0
11:27:26 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:27:26 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:27:26 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:27:26 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:27:26 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:27:26 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:28:10 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:28:10 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:28:10 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:28:15 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
11:28:15 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Zybo 210279759472A" && level==0} -index 1' command is executed.
11:28:17 INFO  : FPGA configured successfully with bitstream "/home/chris/Repos/EmbeddedSystems/CC__LED_BUTTON/CC__LED_BUTTON.sdk/zynq_LED_system_wrapper_hw_platform_0/zynq_LED_system_wrapper.bit"
11:28:24 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:28:24 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:28:24 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:28:24 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:28:24 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:28:24 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:28:24 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:28:24 INFO  : ps7_init is completed.
11:28:24 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:28:25 INFO  : ps7_post_config is completed.
11:28:25 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:28:25 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:28:25 INFO  : Processor reset is completed for ps7_cortexa9_0
11:28:25 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:28:25 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:28:25 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:28:25 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:28:25 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:28:25 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:29:37 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
11:29:37 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Zybo 210279759472A" && level==0} -index 1' command is executed.
11:29:38 INFO  : FPGA configured successfully with bitstream "/home/chris/Repos/EmbeddedSystems/CC__LED_BUTTON/CC__LED_BUTTON.sdk/zynq_LED_system_wrapper_hw_platform_0/zynq_LED_system_wrapper.bit"
11:29:46 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:29:46 INFO  : ps7_cortexa9_0 Processor is in use. Please stop existing Run or Debug sessions before launching.
11:29:50 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:29:50 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:29:52 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:29:52 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:29:52 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:29:53 INFO  : Processor reset is completed for ps7_cortexa9_0
11:29:53 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:29:56 ERROR : Unexpected error while launching program.
java.lang.RuntimeException: Failed to download ELF file


    Could not stop the processor after reset


	at com.xilinx.sdk.targetmanager.internal.TM.downloadELF(TM.java:680)
	at com.xilinx.sdk.debug.core.internal.AppRunner.run(AppRunner.java:129)
	at com.xilinx.sdk.debug.core.XilinxAppLaunchConfigurationDelegate.runApplication(XilinxAppLaunchConfigurationDelegate.java:637)
	at com.xilinx.sdk.debug.core.XilinxAppLaunchConfigurationDelegate.launch(XilinxAppLaunchConfigurationDelegate.java:309)
	at com.xilinx.sdk.debug.ui.XilinxAppLaunchDelegateWrapper.launch(XilinxAppLaunchDelegateWrapper.java:31)
	at org.eclipse.debug.internal.core.LaunchConfiguration.launch(LaunchConfiguration.java:885)
	at org.eclipse.debug.internal.core.LaunchConfiguration.launch(LaunchConfiguration.java:739)
	at org.eclipse.debug.internal.ui.DebugUIPlugin.buildAndLaunch(DebugUIPlugin.java:1039)
	at org.eclipse.debug.internal.ui.DebugUIPlugin$8.run(DebugUIPlugin.java:1256)
	at org.eclipse.core.internal.jobs.Worker.run(Worker.java:55)
11:29:56 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:29:56 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:29:56 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:29:56 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:30:01 ERROR : Unexpected error while parsing XMD response ￿: com.google.gson.JsonSyntaxException: com.google.gson.stream.MalformedJsonException: invalid number or unquoted string near 
11:30:13 INFO  : Registering command handlers for SDK TCF services
11:30:14 INFO  : Launching XSCT server: xsct -n -interactive /home/chris/Repos/EmbeddedSystems/CC__LED_BUTTON/CC__LED_BUTTON.sdk/temp_xsdb_launch_script.tcl
11:30:16 INFO  : XSCT server has started successfully.
11:30:16 INFO  : Successfully done setting XSCT server connection channel  
11:30:16 INFO  : Successfully done setting SDK workspace  
11:30:16 INFO  : Processing command line option -hwspec /home/chris/Repos/EmbeddedSystems/CC__LED_BUTTON/CC__LED_BUTTON.sdk/zynq_LED_system_wrapper.hdf.
11:30:16 INFO  : Checking for hwspec changes in the project zynq_LED_system_wrapper_hw_platform_0.
11:30:26 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
11:30:26 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Zybo 210279759472A" && level==0} -index 1' command is executed.
11:30:27 INFO  : FPGA configured successfully with bitstream "/home/chris/Repos/EmbeddedSystems/CC__LED_BUTTON/CC__LED_BUTTON.sdk/zynq_LED_system_wrapper_hw_platform_0/zynq_LED_system_wrapper.bit"
11:30:35 WARN  : Given IPC port value is invalid. Using default port 2350
11:30:35 WARN  : Given XMD timeout value is invalid. Using default value of 50000
11:30:38 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:30:38 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:30:42 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:30:42 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:30:42 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:30:42 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:30:42 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:30:42 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:30:42 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:30:42 INFO  : ps7_init is completed.
11:30:42 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:30:43 INFO  : ps7_post_config is completed.
11:30:43 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:30:43 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:30:43 INFO  : Processor reset is completed for ps7_cortexa9_0
11:30:43 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:30:43 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:30:43 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:30:43 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:30:43 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:30:43 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:31:44 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:31:44 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:31:45 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:31:51 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
11:31:51 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Zybo 210279759472A" && level==0} -index 1' command is executed.
11:31:52 INFO  : FPGA configured successfully with bitstream "/home/chris/Repos/EmbeddedSystems/CC__LED_BUTTON/CC__LED_BUTTON.sdk/zynq_LED_system_wrapper_hw_platform_0/zynq_LED_system_wrapper.bit"
11:32:19 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
11:32:19 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Zybo 210279759472A" && level==0} -index 1' command is executed.
11:32:20 INFO  : FPGA configured successfully with bitstream "/home/chris/Repos/EmbeddedSystems/CC__LED_BUTTON/CC__LED_BUTTON.sdk/zynq_LED_system_wrapper_hw_platform_0/zynq_LED_system_wrapper.bit"
11:32:27 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:32:27 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:32:27 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:32:27 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:32:27 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:32:27 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:32:28 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:32:28 INFO  : ps7_init is completed.
11:32:28 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:32:28 INFO  : ps7_post_config is completed.
11:32:28 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:32:28 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:32:28 INFO  : Processor reset is completed for ps7_cortexa9_0
11:32:28 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:32:28 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:32:28 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:32:28 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:32:28 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:32:29 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:33:39 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:33:39 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:33:40 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:33:50 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
11:33:50 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Zybo 210279759472A" && level==0} -index 1' command is executed.
11:33:51 INFO  : FPGA configured successfully with bitstream "/home/chris/Repos/EmbeddedSystems/CC__LED_BUTTON/CC__LED_BUTTON.sdk/zynq_LED_system_wrapper_hw_platform_0/zynq_LED_system_wrapper.bit"
11:33:57 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:33:57 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:33:57 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:33:58 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:33:58 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:33:58 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:33:58 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:33:58 INFO  : ps7_init is completed.
11:33:58 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:33:58 INFO  : ps7_post_config is completed.
11:33:58 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:33:58 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:33:58 INFO  : Processor reset is completed for ps7_cortexa9_0
11:33:58 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:33:58 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:33:59 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:33:59 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:33:59 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:33:59 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:35:43 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:35:43 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:35:43 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:35:49 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
11:35:49 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Zybo 210279759472A" && level==0} -index 1' command is executed.
11:35:50 INFO  : FPGA configured successfully with bitstream "/home/chris/Repos/EmbeddedSystems/CC__LED_BUTTON/CC__LED_BUTTON.sdk/zynq_LED_system_wrapper_hw_platform_0/zynq_LED_system_wrapper.bit"
11:36:00 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:36:01 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:36:01 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:36:01 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:36:01 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:36:01 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:36:01 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:36:01 INFO  : ps7_init is completed.
11:36:01 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:36:01 INFO  : ps7_post_config is completed.
11:36:01 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:36:01 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:36:02 INFO  : Processor reset is completed for ps7_cortexa9_0
11:36:02 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:36:02 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:36:02 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:36:02 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:36:02 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:36:02 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:37:57 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:37:57 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:37:57 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:38:02 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
11:38:02 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Zybo 210279759472A" && level==0} -index 1' command is executed.
11:38:03 INFO  : FPGA configured successfully with bitstream "/home/chris/Repos/EmbeddedSystems/CC__LED_BUTTON/CC__LED_BUTTON.sdk/zynq_LED_system_wrapper_hw_platform_0/zynq_LED_system_wrapper.bit"
11:38:09 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:38:09 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
11:38:10 WARN  : Given XMD transaction timeout value is invalid. Using default value of 60000 milli seconds
